index,task_id,prompt_tokens,new_tokens,calls,total_iterations,avg_iter_per_call,avg_iter_per_token,time_sec,toks_per_sec,stop_reason
24,HumanEval/24,121,93,2,45,22.5,0.4838709677419355,1.3502280712127686,68.87725265292984,eos
25,HumanEval/25,196,195,2,81,40.5,0.4153846153846154,2.579843044281006,75.5859936643339,eos
26,HumanEval/26,152,126,2,54,27.0,0.42857142857142855,1.659954309463501,75.90570371826881,eos
27,HumanEval/27,116,75,2,39,19.5,0.52,1.177016019821167,63.720458122052854,eos
28,HumanEval/28,125,61,2,29,14.5,0.47540983606557374,0.8831112384796143,69.07397091335751,eos
29,HumanEval/29,155,106,2,47,23.5,0.44339622641509435,1.417428731918335,74.78330134915537,eos
30,HumanEval/30,186,138,2,53,26.5,0.38405797101449274,1.5858261585235596,87.02088766683049,eos
31,HumanEval/31,174,205,2,93,46.5,0.45365853658536587,2.7490878105163574,74.5701898701792,eos
32,HumanEval/32,329,411,3,196,65.33333333333333,0.4768856447688564,5.838237524032593,70.39795799813805,eos
33,HumanEval/33,218,252,2,134,67.0,0.5317460317460317,3.9806907176971436,63.305596408098666,eos
34,HumanEval/34,145,89,2,36,18.0,0.4044943820224719,1.0893735885620117,81.69832730889064,eos
35,HumanEval/35,155,98,2,39,19.5,0.3979591836734694,1.1770615577697754,83.25817741060581,eos
36,HumanEval/36,152,143,2,67,33.5,0.46853146853146854,1.996032476425171,71.64212090181435,eos
37,HumanEval/37,191,188,2,93,46.5,0.4946808510638298,2.755825996398926,68.21911116509608,eos
38,HumanEval/38,226,257,3,107,35.666666666666664,0.4163424124513619,3.1790428161621094,80.84194358547914,eos
39,HumanEval/39,167,232,2,112,56.0,0.4827586206896552,3.314835548400879,69.98838905052769,eos
40,HumanEval/40,227,227,2,90,45.0,0.3964757709251101,2.773294687271118,81.85210213753545,eos
41,HumanEval/41,219,205,2,108,54.0,0.526829268292683,3.2800095081329346,62.49981882421166,eos
42,HumanEval/42,181,131,2,54,27.0,0.4122137404580153,1.620262861251831,80.85107863225853,eos
43,HumanEval/43,225,186,2,74,37.0,0.3978494623655914,2.211245536804199,84.11548916852371,eos
44,HumanEval/44,165,162,2,69,34.5,0.42592592592592593,2.0827243328094482,77.78273746937667,eos
45,HumanEval/45,114,63,2,31,15.5,0.49206349206349204,0.9436302185058594,66.7634405559351,eos
46,HumanEval/46,240,102,2,51,25.5,0.5,1.5359864234924316,66.40683696153945,eos
47,HumanEval/47,149,141,2,60,30.0,0.425531914893617,1.7918128967285156,78.69125189211285,eos
48,HumanEval/48,139,85,2,38,19.0,0.4470588235294118,1.1507656574249268,73.86386572415175,eos
49,HumanEval/49,184,132,2,58,29.0,0.4393939393939394,1.7368700504302979,75.99877720690611,eos
50,HumanEval/50,159,122,2,53,26.5,0.4344262295081967,1.5847344398498535,76.98450726644077,eos
51,HumanEval/51,190,146,2,75,37.5,0.5136986301369864,2.3685052394866943,61.64225333596531,eos
52,HumanEval/52,152,101,2,47,23.5,0.46534653465346537,1.4662556648254395,68.88293932833619,eos
53,HumanEval/53,122,69,2,34,17.0,0.4927536231884058,1.0325005054473877,66.82805445223676,eos
54,HumanEval/54,208,160,2,69,34.5,0.43125,2.0519943237304688,77.97292524139367,eos
55,HumanEval/55,123,127,2,63,31.5,0.49606299212598426,1.8781201839447021,67.62080567882299,eos
56,HumanEval/56,160,151,2,65,32.5,0.4304635761589404,1.936232566833496,77.98649944564488,eos
57,HumanEval/57,159,144,2,65,32.5,0.4513888888888889,1.9501945972442627,73.83878521839836,eos
58,HumanEval/58,191,167,2,71,35.5,0.4251497005988024,2.114877939224243,78.96436806242215,eos
59,HumanEval/59,137,120,2,63,31.5,0.525,1.8861889839172363,63.62034823826829,eos
60,HumanEval/60,172,127,2,50,25.0,0.3937007874015748,1.5027008056640625,84.51449518181172,eos
61,HumanEval/61,157,140,2,62,31.0,0.44285714285714284,1.850839376449585,75.64135590661476,eos
62,HumanEval/62,178,136,2,62,31.0,0.45588235294117646,1.858992338180542,73.1579131375591,eos
63,HumanEval/63,218,220,2,85,42.5,0.38636363636363635,2.5311830043792725,86.91588068479113,eos
64,HumanEval/64,194,163,2,69,34.5,0.4233128834355828,2.055314302444458,79.30660522633367,eos
65,HumanEval/65,154,125,2,62,31.0,0.496,1.8595075607299805,67.22209828011088,eos
66,HumanEval/66,188,133,2,57,28.5,0.42857142857142855,1.710965871810913,77.73387078681512,eos
67,HumanEval/67,294,269,3,115,38.333333333333336,0.4275092936802974,3.4651870727539062,77.62928648646269,eos
68,HumanEval/68,383,391,3,176,58.666666666666664,0.45012787723785164,5.2467360496521,74.52252148760684,eos
69,HumanEval/69,233,212,2,88,44.0,0.41509433962264153,2.653622627258301,79.89078696507669,eos
70,HumanEval/70,192,170,2,68,34.0,0.4,2.162893533706665,78.59841335262675,eos
71,HumanEval/71,191,208,2,91,45.5,0.4375,2.696265697479248,77.14373260560345,eos
72,HumanEval/72,298,244,2,101,50.5,0.4139344262295082,2.989009380340576,81.63239687531457,eos
73,HumanEval/73,225,209,2,93,46.5,0.4449760765550239,2.7563116550445557,75.82596823457597,eos
74,HumanEval/74,261,300,3,144,48.0,0.48,4.258340835571289,70.44997373014476,eos
75,HumanEval/75,151,204,2,96,48.0,0.47058823529411764,2.846956968307495,71.65545607852205,eos
76,HumanEval/76,210,188,2,75,37.5,0.39893617021276595,2.2296018600463867,84.31998706535376,eos
77,HumanEval/77,181,172,2,85,42.5,0.4941860465116279,2.5093791484832764,68.54285057081174,eos
78,HumanEval/78,383,366,3,141,47.0,0.38524590163934425,4.19240140914917,87.30080072992776,eos
79,HumanEval/79,215,196,2,92,46.0,0.46938775510204084,2.7144346237182617,72.20656496472076,eos
80,HumanEval/80,189,185,2,71,35.5,0.3837837837837838,2.1082587242126465,87.75014085099559,eos
81,HumanEval/81,338,522,4,224,56.0,0.42911877394636017,6.6140429973602295,78.92298254008003,eos
82,HumanEval/82,149,140,2,65,32.5,0.4642857142857143,1.9468104839324951,71.91249541516977,eos
83,HumanEval/83,112,91,2,53,26.5,0.5824175824175825,1.597679615020752,56.95760222791478,eos
84,HumanEval/84,215,190,2,81,40.5,0.4263157894736842,2.3998019695281982,79.17319946085136,eos
85,HumanEval/85,123,90,2,46,23.0,0.5111111111111111,1.3892555236816406,64.78289880143333,eos
86,HumanEval/86,198,158,2,72,36.0,0.45569620253164556,2.1511847972869873,73.44789727003699,eos
87,HumanEval/87,327,322,3,143,47.666666666666664,0.4440993788819876,4.261369466781616,75.56256328160846,eos
88,HumanEval/88,271,265,3,106,35.333333333333336,0.4,3.1565845012664795,83.95149880944963,eos
89,HumanEval/89,178,206,2,119,59.5,0.5776699029126213,3.52457332611084,58.44679084242771,eos
90,HumanEval/90,192,194,2,96,48.0,0.4948453608247423,2.849478006362915,68.08264516055078,eos
91,HumanEval/91,175,199,2,108,54.0,0.542713567839196,3.224180221557617,61.72111554727611,eos
92,HumanEval/92,203,180,2,80,40.0,0.4444444444444444,2.3758933544158936,75.76097625150034,eos
93,HumanEval/93,177,302,3,157,52.333333333333336,0.5198675496688742,4.622394800186157,65.3340991098029,eos
94,HumanEval/94,395,476,3,213,71.0,0.4474789915966387,6.2809157371521,75.78512750687347,eos
95,HumanEval/95,241,234,2,104,52.0,0.4444444444444444,3.0625531673431396,76.40683678416016,eos
96,HumanEval/96,223,232,2,95,47.5,0.40948275862068967,2.7980496883392334,82.91489638902813,eos
97,HumanEval/97,181,137,2,59,29.5,0.4306569343065693,1.7663366794586182,77.56165718190853,eos
98,HumanEval/98,140,195,2,100,50.0,0.5128205128205128,2.9588699340820312,65.90353896731773,eos
99,HumanEval/99,232,203,2,90,45.0,0.4433497536945813,3.2382726669311523,62.68774154598264,eos
100,HumanEval/100,200,196,2,82,41.0,0.41836734693877553,2.6768929958343506,73.21921358268918,eos
101,HumanEval/101,184,175,2,84,42.0,0.48,2.6282525062561035,66.58416555617947,eos
102,HumanEval/102,167,156,2,67,33.5,0.42948717948717946,2.0426931381225586,76.36976748420459,eos
103,HumanEval/103,218,195,2,74,37.0,0.37948717948717947,2.2135353088378906,88.09437067546725,eos
104,HumanEval/104,183,165,2,86,43.0,0.5212121212121212,2.570923328399658,64.17927682919614,eos
105,HumanEval/105,347,357,3,143,47.666666666666664,0.4005602240896359,4.285603046417236,83.3021621772581,eos
106,HumanEval/106,194,183,2,76,38.0,0.41530054644808745,2.2701146602630615,80.61266825121244,eos
107,HumanEval/107,282,287,3,120,40.0,0.4181184668989547,3.5765154361724854,80.2457042677108,eos
108,HumanEval/108,196,204,2,104,52.0,0.5098039215686274,3.0831003189086914,66.16716256323726,eos
109,HumanEval/109,367,351,3,145,48.333333333333336,0.4131054131054131,4.335249423980713,80.96419967405353,eos
110,HumanEval/110,265,316,3,148,49.333333333333336,0.46835443037974683,4.410181283950806,71.65238334985526,eos
111,HumanEval/111,219,256,3,110,36.666666666666664,0.4296875,3.2567989826202393,78.60478996896414,eos
112,HumanEval/112,230,38,2,22,11.0,0.5789473684210527,0.6810989379882812,55.79218800757228,eos
113,HumanEval/113,250,268,3,130,43.333333333333336,0.48507462686567165,3.8449854850769043,69.70117339588336,eos
114,HumanEval/114,156,143,2,66,33.0,0.46153846153846156,1.9743435382843018,72.4291376992408,eos
115,HumanEval/115,394,345,3,133,44.333333333333336,0.3855072463768116,3.9731173515319824,86.83357914584941,eos
116,HumanEval/116,238,187,2,71,35.5,0.37967914438502676,2.114748001098633,88.42661154087939,eos
117,HumanEval/117,249,337,3,182,60.666666666666664,0.5400593471810089,5.368918180465698,62.768697281724776,eos
118,HumanEval/118,217,209,2,100,50.0,0.4784688995215311,2.957106351852417,70.67720099721011,eos
119,HumanEval/119,236,272,3,126,42.0,0.4632352941176471,3.739488363265991,72.73722327148542,eos
120,HumanEval/120,291,239,2,94,47.0,0.39330543933054396,2.795468330383301,85.49551336438482,eos
121,HumanEval/121,171,139,2,68,34.0,0.4892086330935252,2.045799732208252,67.94408944905,eos
122,HumanEval/122,205,165,2,72,36.0,0.43636363636363634,2.1518654823303223,76.67765543658257,eos
123,HumanEval/123,300,332,3,137,45.666666666666664,0.4126506024096386,4.084656000137329,81.27979442793662,eos
124,HumanEval/124,357,463,3,203,67.66666666666667,0.43844492440604754,6.02794885635376,76.80887994130455,eos
125,HumanEval/125,209,205,2,103,51.5,0.5024390243902439,3.049199342727661,67.23076354090293,eos
126,HumanEval/126,317,318,3,139,46.333333333333336,0.4371069182389937,4.139023303985596,76.82971963308054,eos
127,HumanEval/127,322,359,3,154,51.333333333333336,0.42896935933147634,4.583453893661499,78.32521245527623,eos
128,HumanEval/128,190,198,2,105,52.5,0.5303030303030303,3.114492177963257,63.573766985500484,eos
129,HumanEval/129,464,569,4,252,63.0,0.4428822495606327,7.510898590087891,75.75658134313083,eos
130,HumanEval/130,303,357,3,141,47.0,0.3949579831932773,4.202058553695679,84.95835920373389,eos
131,HumanEval/131,142,135,2,69,34.5,0.5111111111111111,2.0698764324188232,65.22128465525898,eos
132,HumanEval/132,201,180,2,95,47.5,0.5277777777777778,2.8267717361450195,63.676878362125244,eos
133,HumanEval/133,229,185,2,84,42.0,0.4540540540540541,2.5009524822235107,73.97181726360625,eos
134,HumanEval/134,205,206,2,104,52.0,0.5048543689320388,3.0805647373199463,66.87085569226423,eos
135,HumanEval/135,171,141,2,62,31.0,0.4397163120567376,1.8589274883270264,75.85018828620119,eos
136,HumanEval/136,206,218,2,99,49.5,0.4541284403669725,2.941340684890747,74.11586189924728,eos
137,HumanEval/137,209,147,2,73,36.5,0.4965986394557823,2.1858041286468506,67.25213758791928,eos
138,HumanEval/138,145,169,2,102,51.0,0.6035502958579881,3.0371909141540527,55.64352218111106,eos
139,HumanEval/139,165,134,2,60,30.0,0.44776119402985076,1.8115286827087402,73.970675308123,eos
140,HumanEval/140,174,155,2,81,40.5,0.5225806451612903,2.425105571746826,63.91474326140452,eos
141,HumanEval/141,282,285,3,133,44.333333333333336,0.4666666666666667,3.955763816833496,72.04676851211414,eos
142,HumanEval/142,239,245,2,123,61.5,0.5020408163265306,3.641542673110962,67.27917863192224,eos
143,HumanEval/143,217,241,2,120,60.0,0.4979253112033195,3.5554006099700928,67.78420393026462,eos
144,HumanEval/144,225,192,2,89,44.5,0.4635416666666667,2.6445252895355225,72.60282242705358,eos
145,HumanEval/145,189,153,2,77,38.5,0.5032679738562091,2.30352783203125,66.41986168887946,eos
146,HumanEval/146,197,204,2,92,46.0,0.45098039215686275,2.7251877784729004,74.85722694467478,eos
147,HumanEval/147,236,266,3,126,42.0,0.47368421052631576,3.7298507690429688,71.31652617518854,eos
148,HumanEval/148,279,314,3,128,42.666666666666664,0.40764331210191085,3.8104681968688965,82.40457176837671,eos
149,HumanEval/149,255,266,3,143,47.666666666666664,0.5375939849624061,4.21941614151001,63.04189752300803,eos
150,HumanEval/150,158,160,2,63,31.5,0.39375,1.881964921951294,85.01752510567827,eos
151,HumanEval/151,207,175,2,77,38.5,0.44,2.2909164428710938,76.38864374323536,eos
152,HumanEval/152,298,253,2,111,55.5,0.43873517786561267,3.291423797607422,76.86643092995467,eos
153,HumanEval/153,345,381,3,176,58.666666666666664,0.46194225721784776,5.251199722290039,72.55484844401359,eos
154,HumanEval/154,197,162,2,71,35.5,0.4382716049382716,2.12770676612854,76.138311246134,eos
155,HumanEval/155,136,233,2,119,59.5,0.5107296137339056,3.5154995918273926,66.27791979884265,eos
156,HumanEval/156,176,276,3,135,45.0,0.4891304347826087,3.992671251296997,69.12665296706884,eos
157,HumanEval/157,177,146,2,63,31.5,0.4315068493150685,1.8879961967468262,77.33066425216856,eos
158,HumanEval/158,188,194,2,84,42.0,0.4329896907216495,2.5048842430114746,77.44868871336156,eos
159,HumanEval/159,358,326,3,143,47.666666666666664,0.4386503067484663,4.2403883934021,76.87975009724225,eos
160,HumanEval/160,275,156,2,81,40.5,0.5192307692307693,2.4223666191101074,64.39983063228841,eos
161,HumanEval/161,179,158,2,66,33.0,0.4177215189873418,1.9728102684020996,80.08879643959574,eos
162,HumanEval/162,154,106,2,56,28.0,0.5283018867924528,1.6792306900024414,63.12414406852336,eos
163,HumanEval/163,174,179,2,76,38.0,0.4245810055865922,2.2579736709594727,79.27461790284657,eos
