index,task_id,prompt_tokens,new_tokens,calls,total_iterations,avg_iter_per_call,avg_iter_per_token,time_sec,toks_per_sec,stop_reason
56,HumanEval/56,160,148,3,46,15.333333333333334,0.3108108108108108,1.0920610427856445,140.56163512363264,eos
57,HumanEval/57,159,113,2,37,18.5,0.3274336283185841,0.8466172218322754,139.1028307859152,eos
58,HumanEval/58,191,168,3,60,20.0,0.35714285714285715,1.3673384189605713,126.40656365084773,eos
59,HumanEval/59,137,247,3,87,29.0,0.3522267206477733,4.146314382553101,60.32401093105695,eos
60,HumanEval/60,172,124,2,36,18.0,0.2903225806451613,0.8323018550872803,157.0428654295151,eos
61,HumanEval/61,157,145,3,49,16.333333333333332,0.33793103448275863,1.1693451404571533,128.6860512950726,eos
62,HumanEval/62,178,132,3,38,12.666666666666666,0.2878787878787879,0.8724334239959717,158.7247428677417,eos
63,HumanEval/63,218,220,3,62,20.666666666666668,0.2818181818181818,1.5890882015228271,141.8911589030282,eos
64,HumanEval/64,194,301,4,118,29.5,0.3920265780730897,2.678635358810425,114.61337332323062,eos
65,HumanEval/65,154,145,3,51,17.0,0.35172413793103446,1.2737464904785156,118.20629005869175,eos
66,HumanEval/66,188,141,3,42,14.0,0.2978723404255319,0.9904212951660156,149.13757957634465,eos
67,HumanEval/67,294,248,3,88,29.333333333333332,0.3548387096774194,1.9559941291809082,130.67962769063834,eos
68,HumanEval/68,383,395,5,122,24.4,0.30886075949367087,2.8873698711395264,140.19752035015776,eos
69,HumanEval/69,233,215,3,55,18.333333333333332,0.2558139534883721,1.2624273300170898,176.16921370302023,eos
70,HumanEval/70,192,174,3,56,18.666666666666668,0.3218390804597701,1.2323668003082275,145.12398887137678,eos
71,HumanEval/71,191,208,3,57,19.0,0.27403846153846156,1.452681541442871,147.23197349533484,eos
72,HumanEval/72,298,299,4,112,28.0,0.3745819397993311,2.872257709503174,106.09916752833433,eos
73,HumanEval/73,225,209,3,71,23.666666666666668,0.3397129186602871,1.688904047012329,126.61577709759077,eos
74,HumanEval/74,261,300,4,112,28.0,0.37333333333333335,2.7461094856262207,111.95864112973827,eos
75,HumanEval/75,151,195,3,61,20.333333333333332,0.3128205128205128,1.5141675472259521,133.24501843909366,eos
76,HumanEval/76,210,197,3,66,22.0,0.3350253807106599,1.6345272064208984,123.4579795952269,eos
77,HumanEval/77,181,175,3,62,20.666666666666668,0.35428571428571426,1.551961898803711,115.35743741345176,eos
78,HumanEval/78,383,426,5,162,32.4,0.38028169014084506,3.8214614391326904,113.16685831132075,eos
79,HumanEval/79,215,201,3,71,23.666666666666668,0.35323383084577115,1.6339988708496094,126.80872834069172,eos
80,HumanEval/80,189,193,3,68,22.666666666666668,0.35233160621761656,1.5514254570007324,127.89078440204219,eos
81,HumanEval/81,338,522,6,184,30.666666666666668,0.3524904214559387,4.160848140716553,127.64986785980328,eos
82,HumanEval/82,149,140,3,38,12.666666666666666,0.2714285714285714,0.915006160736084,159.04446790751004,eos
83,HumanEval/83,112,78,2,33,16.5,0.4230769230769231,0.7821462154388428,104.93719662152466,eos
84,HumanEval/84,215,190,3,63,21.0,0.33157894736842103,1.5699350833892822,124.10397801408739,eos
85,HumanEval/85,123,90,2,26,13.0,0.28888888888888886,0.594170331954956,160.08815576640418,eos
86,HumanEval/86,198,166,3,60,20.0,0.3614457831325301,1.3826017379760742,123.75846782451441,eos
87,HumanEval/87,327,322,4,112,28.0,0.34782608695652173,2.5368950366973877,129.4977598299891,eos
88,HumanEval/88,271,266,4,88,22.0,0.3308270676691729,2.285618782043457,119.18446904610212,eos
89,HumanEval/89,178,176,3,61,20.333333333333332,0.3465909090909091,1.4969215393066406,120.54759312893016,eos
90,HumanEval/90,192,162,3,55,18.333333333333332,0.3395061728395062,1.4883267879486084,112.15249152683138,eos
91,HumanEval/91,175,171,3,65,21.666666666666668,0.38011695906432746,1.7371644973754883,100.951557034597,eos
92,HumanEval/92,203,180,3,56,18.666666666666668,0.3111111111111111,1.524707317352295,121.44885757865569,eos
93,HumanEval/93,177,291,4,112,28.0,0.3848797250859107,3.131730794906616,94.45079158528034,eos
94,HumanEval/94,395,430,5,149,29.8,0.34651162790697676,3.62550687789917,121.15037202321143,eos
95,HumanEval/95,241,238,3,74,24.666666666666668,0.31092436974789917,1.800917625427246,135.79854309567656,eos
96,HumanEval/96,223,254,3,69,23.0,0.27165354330708663,1.6931042671203613,154.41636991282823,eos
97,HumanEval/97,181,136,3,43,14.333333333333334,0.3161764705882353,1.045182228088379,135.08685878403233,eos
98,HumanEval/98,140,189,3,72,24.0,0.38095238095238093,1.742307424545288,110.91690623783131,eos
99,HumanEval/99,232,248,3,88,29.333333333333332,0.3548387096774194,2.1722939014434814,116.68271114905707,eos
100,HumanEval/100,200,196,3,60,20.0,0.30612244897959184,1.4972929954528809,135.37612919132533,eos
101,HumanEval/101,184,184,3,76,25.333333333333332,0.41304347826086957,1.8778293132781982,100.02614003548241,eos
102,HumanEval/102,167,153,3,53,17.666666666666668,0.3464052287581699,1.3052752017974854,120.79605203668804,eos
103,HumanEval/103,218,191,3,56,18.666666666666668,0.2931937172774869,1.8105170726776123,107.85158304204211,eos
104,HumanEval/104,183,191,3,75,25.0,0.39267015706806285,2.055131673812866,94.8631948079026,eos
105,HumanEval/105,347,397,5,129,25.8,0.3249370277078086,3.579796314239502,113.08215078613985,eos
106,HumanEval/106,194,228,3,70,23.333333333333332,0.30701754385964913,1.9918999671936035,116.80308463324116,eos
107,HumanEval/107,282,295,4,98,24.5,0.33220338983050846,2.8993711471557617,104.83651785796258,eos
108,HumanEval/108,196,206,3,88,29.333333333333332,0.42718446601941745,2.2227790355682373,94.3113778618562,eos
109,HumanEval/109,367,362,4,137,34.25,0.3784530386740331,3.4641735553741455,106.45781849174858,eos
110,HumanEval/110,265,316,4,110,27.5,0.34810126582278483,3.382798671722412,95.36192146012999,eos
111,HumanEval/111,219,309,4,111,27.75,0.3592233009708738,3.0048563480377197,104.74587725881516,eos
112,HumanEval/112,230,232,3,84,28.0,0.3620689655172414,2.288222074508667,103.76534079558841,eos
113,HumanEval/113,250,259,4,97,24.25,0.3745173745173745,2.6688907146453857,99.55211515036565,eos
114,HumanEval/114,156,143,3,50,16.666666666666668,0.34965034965034963,1.3395700454711914,110.25575093450878,eos
115,HumanEval/115,394,354,4,110,27.5,0.3107344632768362,2.9842257499694824,121.1584469643636,eos
116,HumanEval/116,238,195,3,56,18.666666666666668,0.28717948717948716,1.5060725212097168,134.2000824419324,eos
117,HumanEval/117,249,345,4,151,37.75,0.43768115942028984,4.334681987762451,80.73605882424951,eos
118,HumanEval/118,217,217,3,84,28.0,0.3870967741935484,2.4950523376464844,88.90192302429962,eos
119,HumanEval/119,236,286,4,106,26.5,0.3706293706293706,2.941472291946411,99.16872196853045,eos
120,HumanEval/120,291,258,4,81,20.25,0.313953488372093,2.495161771774292,105.9494913550698,eos
121,HumanEval/121,171,139,3,45,15.0,0.3237410071942446,1.1815547943115234,123.48506271061326,eos
122,HumanEval/122,205,167,3,60,20.0,0.3592814371257485,1.5018906593322754,114.85475264004391,eos
123,HumanEval/123,300,367,4,141,35.25,0.38419618528610355,11.369581460952759,32.686657330988204,eos
124,HumanEval/124,357,441,5,156,31.2,0.35374149659863946,10.900148868560791,41.05106910095526,eos
125,HumanEval/125,209,204,3,80,26.666666666666668,0.39215686274509803,2.9111735820770264,71.1628440130897,eos
126,HumanEval/126,317,305,4,109,27.25,0.35737704918032787,2.8628013134002686,109.13778884514788,eos
127,HumanEval/127,322,421,5,141,28.2,0.334916864608076,3.41019344329834,125.73186318808136,eos
128,HumanEval/128,190,198,3,66,22.0,0.3333333333333333,1.5632197856903076,129.75274466266777,eos
129,HumanEval/129,464,569,6,200,33.333333333333336,0.351493848857645,4.437305927276611,130.47064548505355,eos
130,HumanEval/130,303,364,4,120,30.0,0.32967032967032966,6.017354965209961,61.125115712344176,eos
131,HumanEval/131,142,135,3,46,15.333333333333334,0.34074074074074073,2.4073002338409424,57.96968921356405,eos
132,HumanEval/132,201,191,3,80,26.666666666666668,0.418848167539267,4.208773136138916,46.39061598815797,eos
133,HumanEval/133,229,185,3,62,20.666666666666668,0.33513513513513515,2.876755475997925,66.22629684985243,eos
134,HumanEval/134,205,175,3,72,24.0,0.4114285714285714,2.9231221675872803,61.32260656900759,eos
135,HumanEval/135,171,148,3,48,16.0,0.32432432432432434,2.4376657009124756,62.72889378345793,eos
136,HumanEval/136,206,257,4,89,22.25,0.3463035019455253,4.19893479347229,62.78559133223927,eos
137,HumanEval/137,209,245,3,90,30.0,0.3673469387755102,4.074333190917969,61.38296312764275,eos
138,HumanEval/138,145,160,3,57,19.0,0.35625,2.513598918914795,65.39901424802696,eos
139,HumanEval/139,165,155,3,51,17.0,0.32903225806451614,1.947718620300293,81.55869278321049,eos
140,HumanEval/140,174,226,3,83,27.666666666666668,0.3672566371681416,4.076707124710083,56.62594822662032,eos
141,HumanEval/141,282,296,4,120,30.0,0.40540540540540543,4.762031555175781,63.18967511522468,eos
142,HumanEval/142,239,245,3,91,30.333333333333332,0.37142857142857144,5.081685543060303,48.79370435585161,eos
143,HumanEval/143,217,241,3,88,29.333333333333332,0.3651452282157676,2.825535297393799,87.6090377086234,eos
144,HumanEval/144,225,257,4,88,22.0,0.3424124513618677,2.5023932456970215,105.02719758985948,eos
145,HumanEval/145,189,153,3,53,17.666666666666668,0.3464052287581699,1.5882179737091064,99.21670216531369,eos
146,HumanEval/146,197,213,3,81,27.0,0.38028169014084506,2.257946729660034,96.44636629962699,eos
147,HumanEval/147,236,266,4,79,19.75,0.29699248120300753,2.1322414875030518,127.88589350431353,eos
148,HumanEval/148,279,322,4,108,27.0,0.33540372670807456,3.125441312789917,105.74208092476793,eos
149,HumanEval/149,255,270,4,97,24.25,0.3592592592592593,3.0213732719421387,91.26703808435217,eos
150,HumanEval/150,158,160,3,47,15.666666666666666,0.29375,1.2845368385314941,130.49960647807035,eos
151,HumanEval/151,207,169,3,58,19.333333333333332,0.3431952662721893,1.6417250633239746,106.44524107963302,eos
152,HumanEval/152,298,254,3,96,32.0,0.3779527559055118,2.921888828277588,88.25694409128458,eos
153,HumanEval/153,345,382,4,142,35.5,0.3717277486910995,4.518218278884888,85.77359158232619,eos
154,HumanEval/154,197,186,3,72,24.0,0.3870967741935484,2.455472707748413,77.22128682019786,eos
155,HumanEval/155,136,238,3,94,31.333333333333332,0.3949579831932773,3.133338689804077,77.21810108406876,eos
156,HumanEval/156,176,273,4,96,24.0,0.3516483516483517,3.2454347610473633,86.42120668245101,eos
157,HumanEval/157,177,146,3,51,17.0,0.3493150684931507,1.7555701732635498,85.87272014204905,eos
158,HumanEval/158,188,346,4,172,43.0,0.49710982658959535,5.019591569900513,69.83485974289685,eos
159,HumanEval/159,358,326,4,92,23.0,0.2822085889570552,2.5778751373291016,129.51587135853163,eos
160,HumanEval/160,275,290,4,99,24.75,0.3413793103448276,3.619466543197632,81.60540057757686,eos
161,HumanEval/161,179,158,3,52,17.333333333333332,0.3291139240506329,1.866790771484375,88.24406426853722,eos
162,HumanEval/162,154,114,2,39,19.5,0.34210526315789475,1.1312813758850098,104.08233459133957,eos
163,HumanEval/163,174,179,3,69,23.0,0.3854748603351955,1.9331738948822021,95.12536254738154,eos
