index,db_id,prompt_tokens,new_tokens,calls,total_iterations,avg_iter_per_call,avg_iter_per_token,time_sec,toks_per_sec,stop_reason
159,car_1,191,27,2,19,9.5,0.7037037037037037,0.6379377841949463,44.76404617077973,eos
160,car_1,194,27,2,20,10.0,0.7407407407407407,0.6582787036895752,43.25610821827631,eos
161,car_1,187,46,3,29,9.666666666666666,0.6304347826086957,0.9857532978057861,49.22332157360159,eos
162,car_1,190,46,3,34,11.333333333333334,0.7391304347826086,1.0242815017700195,47.104655514737466,eos
163,car_1,185,18,2,12,6.0,0.6666666666666666,0.4092681407928467,48.007742550948215,eos
164,car_1,189,18,2,11,5.5,0.6111111111111112,0.3869926929473877,51.04147855244607,eos
165,car_1,191,79,4,46,11.5,0.5822784810126582,1.4908835887908936,54.88686822003061,eos
166,car_1,192,63,3,32,10.666666666666666,0.5079365079365079,1.0125577449798584,65.37207299982829,eos
167,car_1,205,56,3,33,11.0,0.5892857142857143,1.1017727851867676,53.45551874868934,eos
168,car_1,204,56,3,41,13.666666666666666,0.7321428571428571,1.3302748203277588,44.08162003780933,eos
169,car_1,199,30,2,12,6.0,0.4,0.42473387718200684,76.27303313893297,eos
170,car_1,200,30,2,16,8.0,0.5333333333333333,0.5678455829620361,59.51210240725096,eos
171,car_1,196,56,3,35,11.666666666666666,0.625,1.1157588958740234,52.10387855193929,eos
172,car_1,201,56,3,31,10.333333333333334,0.5535714285714286,1.0343055725097656,57.00103844598603,eos
173,car_1,192,59,3,34,11.333333333333334,0.576271186440678,1.0905718803405762,56.192649933979716,eos
174,car_1,188,40,3,23,7.666666666666667,0.575,0.7476100921630859,56.705118261711156,eos
175,car_1,203,52,3,29,9.666666666666666,0.5576923076923077,1.018117904663086,54.149744311429366,eos
176,car_1,201,70,4,44,11.0,0.6285714285714286,1.8124196529388428,39.86445420690042,eos
177,car_1,202,123,5,74,14.8,0.6016260162601627,2.841325044631958,44.490644684318745,eos
178,car_1,199,89,4,58,14.5,0.651685393258427,1.9169120788574219,48.09256097863238,eos
179,flight_2,135,17,2,12,6.0,0.7058823529411765,0.3360717296600342,54.68760290573404,eos
180,flight_2,131,19,2,9,4.5,0.47368421052631576,0.2766387462615967,79.32904595160036,eos
181,flight_2,134,19,2,10,5.0,0.5263157894736842,0.30277013778686523,71.78460905783994,eos
182,flight_2,130,19,2,12,6.0,0.631578947368421,0.40400028228759766,51.84634451923128,eos
183,flight_2,134,27,2,14,7.0,0.5185185185185185,0.5214016437530518,55.04120006258118,eos
184,flight_2,136,27,2,16,8.0,0.5925925925925926,1.2576749324798584,23.949931358806776,eos
185,flight_2,134,20,2,10,5.0,0.5,0.8018126487731934,27.970654557414058,eos
186,flight_2,137,20,2,11,5.5,0.55,0.9128174781799316,25.001725367215897,eos
187,flight_2,129,20,2,15,7.5,0.75,1.1728408336639404,18.926975512958442,eos
188,flight_2,130,14,2,9,4.5,0.6428571428571429,0.7420828342437744,21.58820950654833,eos
189,flight_2,129,10,2,7,3.5,0.7,0.6455032825469971,17.577372207253788,eos
190,flight_2,129,14,2,10,5.0,0.7142857142857143,0.8143835067749023,19.13070152376808,eos
191,flight_2,129,14,2,9,4.5,0.6428571428571429,0.8125689029693604,19.974160170648325,eos
192,flight_2,128,14,2,10,5.0,0.7142857142857143,0.8835875988006592,18.619863479248604,eos
193,flight_2,129,17,2,9,4.5,0.5294117647058824,0.7637636661529541,26.019122857458743,eos
194,flight_2,130,17,2,10,5.0,0.5882352941176471,0.8279228210449219,23.759866685628648,eos
195,flight_2,129,15,2,9,4.5,0.6,0.7772080898284912,22.18499720882717,eos
196,flight_2,131,15,2,8,4.0,0.5333333333333333,0.7105667591094971,23.843849984168006,eos
197,flight_2,133,20,2,10,5.0,0.5,0.8144457340240479,26.787594798599265,eos
198,flight_2,133,20,2,8,4.0,0.4,0.7090582847595215,32.21973472473476,eos
199,flight_2,133,17,2,13,6.5,0.7647058823529411,1.021547794342041,17.66117719920942,eos
200,flight_2,134,17,2,12,6.0,0.7058823529411765,1.0169973373413086,18.78832110281985,eos
201,flight_2,133,17,2,9,4.5,0.5294117647058824,0.8334317207336426,22.83592124625917,eos
202,flight_2,131,17,2,12,6.0,0.7058823529411765,1.1357431411743164,17.17301548604874,eos
203,flight_2,131,19,2,9,4.5,0.47368421052631576,0.8376891613006592,26.31298185582654,eos
204,flight_2,133,17,2,7,3.5,0.4117647058823529,0.6358318328857422,30.46160008821603,eos
205,flight_2,130,16,2,10,5.0,0.625,0.8354032039642334,21.997484946807486,eos
206,flight_2,131,18,2,11,5.5,0.6111111111111112,0.9018199443817139,21.993515481633935,eos
207,flight_2,130,33,3,21,7.0,0.6363636363636364,1.6174554824829102,22.622080782504618,eos
208,flight_2,131,33,3,19,6.333333333333333,0.5757575757575758,1.477933406829834,24.8851586688508,eos
209,flight_2,130,34,3,26,8.666666666666666,0.7647058823529411,1.841719388961792,19.971775770040917,eos
210,flight_2,131,34,3,24,8.0,0.7058823529411765,1.7283790111541748,21.237321822184256,eos
211,flight_2,141,59,3,29,9.666666666666666,0.4915254237288136,2.132059335708618,29.676727689358696,eos
212,flight_2,131,59,3,41,13.666666666666666,0.6949152542372882,1.1963520050048828,54.41731533285501,eos
213,flight_2,134,35,3,23,7.666666666666667,0.6571428571428571,0.5152122974395752,71.75105213737437,eos
214,flight_2,131,35,3,19,6.333333333333333,0.5428571428571428,0.4233667850494385,87.07420341653126,eos
215,flight_2,135,58,3,31,10.333333333333334,0.5344827586206896,0.7762012481689453,77.64732555141283,eos
216,flight_2,135,59,3,43,14.333333333333334,0.7288135593220338,1.2023918628692627,50.102861849669374,eos
217,flight_2,136,43,3,29,9.666666666666666,0.6744186046511628,1.013847827911377,44.00422620773879,eos
218,flight_2,135,59,3,33,11.0,0.559322033898305,1.2761030197143555,48.044418438542955,eos
219,flight_2,135,57,3,35,11.666666666666666,0.6140350877192983,1.3369512557983398,44.208028525580744,eos
220,flight_2,134,57,3,41,13.666666666666666,0.7192982456140351,1.6224148273468018,36.246954656228354,eos
221,flight_2,131,46,3,34,11.333333333333334,0.7391304347826086,1.2862987518310547,37.078869529965836,eos
222,flight_2,131,46,3,30,10.0,0.6521739130434783,1.1924521923065186,39.99239083678984,eos
223,flight_2,131,45,3,29,9.666666666666666,0.6444444444444445,1.1433651447296143,40.71002513499692,eos
224,flight_2,131,45,3,32,10.666666666666666,0.7111111111111111,1.3177666664123535,35.279202044447324,eos
225,flight_2,136,26,2,15,7.5,0.5769230769230769,0.6604206562042236,42.322048545385584,eos
226,flight_2,135,26,2,13,6.5,0.5,0.532473087310791,52.84693942414166,eos
227,flight_2,136,26,2,15,7.5,0.5769230769230769,0.6122314929962158,45.451149650405895,eos
228,flight_2,133,26,2,14,7.0,0.5384615384615384,0.5966615676879883,47.054135148862635,eos
229,flight_2,130,55,3,30,10.0,0.5454545454545454,1.1810731887817383,48.273113873113495,eos
230,flight_2,129,49,3,32,10.666666666666666,0.6530612244897959,1.29085373878479,39.13412496661741,eos
231,flight_2,138,53,3,35,11.666666666666666,0.660377358490566,1.3887484073638916,39.29214180320431,eos
232,flight_2,143,53,3,36,12.0,0.6792452830188679,1.3881340026855469,39.425608341580535,eos
233,flight_2,136,38,3,21,7.0,0.5526315789473685,0.9119002819061279,44.33614989515486,eos
234,flight_2,133,38,3,23,7.666666666666667,0.6052631578947368,0.8225326538085938,49.09786110047842,eos
235,flight_2,135,39,3,24,8.0,0.6153846153846154,0.8877196311950684,45.53654913542688,eos
236,flight_2,133,39,3,25,8.333333333333334,0.6410256410256411,0.967048168182373,42.08673563514255,eos
237,flight_2,140,47,3,31,10.333333333333334,0.6595744680851063,1.2236871719360352,39.9417941641997,eos
238,flight_2,136,62,3,35,11.666666666666666,0.5645161290322581,1.341566801071167,47.70614981205033,eos
239,flight_2,141,59,3,34,11.333333333333334,0.576271186440678,1.2416558265686035,49.11259558084772,eos
240,flight_2,137,80,4,52,13.0,0.65,1.9725546836853027,41.313192668378825,eos
241,flight_2,134,66,4,39,9.75,0.5909090909090909,1.4785330295562744,46.27325892474392,eos
242,flight_2,132,48,3,31,10.333333333333334,0.6458333333333334,1.2763373851776123,39.60924724861828,eos
243,flight_2,135,49,3,32,10.666666666666666,0.6530612244897959,1.208070993423462,41.98709179883744,eos
244,flight_2,133,49,3,36,12.0,0.7346938775510204,1.1885504722595215,42.66359814074356,eos
245,flight_2,133,17,2,9,4.5,0.5294117647058824,0.3621690273284912,51.842300141293656,eos
246,flight_2,131,34,3,19,6.333333333333333,0.5588235294117647,0.6898949146270752,52.29651790615788,eos
247,flight_2,135,35,3,21,7.0,0.6,0.7873382568359375,46.42846924324512,eos
248,flight_2,133,19,2,8,4.0,0.42105263157894735,0.34231066703796387,61.081438447353925,eos
249,flight_2,135,36,3,26,8.666666666666666,0.7222222222222222,0.9710128307342529,38.563371057649306,eos
250,flight_2,133,36,3,25,8.333333333333334,0.6944444444444444,1.045494556427002,35.92823324679554,eos
251,flight_2,136,33,3,19,6.333333333333333,0.5757575757575758,0.7053472995758057,49.89851315306922,eos
252,flight_2,132,33,3,18,6.0,0.5454545454545454,0.7048182487487793,49.730446059273675,eos
253,flight_2,136,34,3,23,7.666666666666667,0.6764705882352942,0.8104941844940186,43.6819894753112,eos
254,flight_2,132,34,3,21,7.0,0.6176470588235294,0.8381683826446533,42.72234529368472,eos
255,flight_2,138,39,3,32,10.666666666666666,0.8205128205128205,1.0395963191986084,38.79895440588274,eos
256,flight_2,133,39,3,28,9.333333333333334,0.717948717948718,0.9301002025604248,43.67932454632466,eos
257,flight_2,137,39,3,29,9.666666666666666,0.7435897435897436,1.0457444190979004,38.80670369236424,eos
258,flight_2,132,39,3,30,10.0,0.7692307692307693,1.0536668300628662,38.547194509592806,eos
259,employee_hire_evaluation,146,17,2,12,6.0,0.7058823529411765,0.4669032096862793,40.122679096973,eos
260,employee_hire_evaluation,145,18,2,11,5.5,0.6111111111111112,0.4430723190307617,43.8160234581588,eos
261,employee_hire_evaluation,150,13,2,9,4.5,0.6923076923076923,0.40032172203063965,36.777237924557205,eos
262,employee_hire_evaluation,153,13,2,8,4.0,0.6153846153846154,0.38269734382629395,39.25737144057221,eos
263,employee_hire_evaluation,150,29,2,18,9.0,0.6206896551724138,0.6753840446472168,45.45489256077458,eos
264,employee_hire_evaluation,149,29,2,18,9.0,0.6206896551724138,0.7049548625946045,43.943045406239094,eos
265,employee_hire_evaluation,155,36,3,22,7.333333333333333,0.6111111111111112,0.7137634754180908,53.514724620070126,eos
266,employee_hire_evaluation,155,36,3,24,8.0,0.6666666666666666,0.7260727882385254,51.714897904861516,eos
267,employee_hire_evaluation,149,22,2,11,5.5,0.5,0.36087703704833984,66.07725872688044,eos
268,employee_hire_evaluation,149,22,2,15,7.5,0.6818181818181818,0.5787224769592285,40.65060359092304,eos
269,employee_hire_evaluation,157,31,2,19,9.5,0.6129032258064516,0.707200288772583,47.22574450210226,eos
270,employee_hire_evaluation,158,51,3,32,10.666666666666666,0.6274509803921569,1.0982718467712402,48.84242331073138,eos
271,employee_hire_evaluation,152,25,2,13,6.5,0.52,0.4975154399871826,54.843714368712384,eos
272,employee_hire_evaluation,154,25,2,15,7.5,0.6,0.563636064529419,48.18998576860231,eos
273,employee_hire_evaluation,158,25,2,13,6.5,0.52,0.5194740295410156,51.83220500586339,eos
274,employee_hire_evaluation,163,20,2,12,6.0,0.6,0.42006993293762207,52.8332968836677,eos
275,employee_hire_evaluation,157,23,2,13,6.5,0.5652173913043478,0.47680091857910156,52.65069813277348,eos
276,employee_hire_evaluation,156,26,2,19,9.5,0.7307692307692307,0.6145455837249756,45.612305019370005,eos
277,employee_hire_evaluation,155,43,3,27,9.0,0.627906976744186,0.8663349151611328,52.36735551825278,eos
278,employee_hire_evaluation,155,43,3,25,8.333333333333334,0.5813953488372093,0.778796911239624,58.48452239758474,eos
279,employee_hire_evaluation,154,38,3,20,6.666666666666667,0.5263157894736842,0.6889603137969971,58.674126025754916,eos
280,employee_hire_evaluation,153,35,3,17,5.666666666666667,0.4857142857142857,0.5659234523773193,66.73129815121128,eos
281,employee_hire_evaluation,154,26,2,14,7.0,0.5384615384615384,0.5705633163452148,48.497323766509695,eos
282,employee_hire_evaluation,153,20,2,8,4.0,0.4,0.35536885261535645,63.01607408761023,eos
283,employee_hire_evaluation,156,44,3,23,7.666666666666667,0.5227272727272727,0.7870926856994629,59.04983934021052,eos
